run_id,tags.mlflow.runName,params.learning_rate,params.batch_size,metrics.final_train_loss,metrics.final_val_accuracy,metrics.best_val_accuracy,metrics.overfit_gap
7b60ba9571434f38a1c9f0629552bb07,mlp-lr0.001-bs32,0.001,32,0.005303080038726329,0.9525,0.9545,0.04630000000000001
d01821feb85b4e7f9839df94a60f25fd,mlp-lr0.001-bs256,0.001,256,0.023112572544813158,0.947,0.947,0.04920000000000002
26e10815ea6c4099824053de483639d5,mlp-lr0.01-bs256,0.01,256,0.02878072714060545,0.9465,0.953,0.04400000000000004
d9648022a64241de85d54f45f5f77651,mlp-lr0.01-bs32,0.01,32,0.09316194656491279,0.9275,0.942,0.046599999999999975
f18c9d6a9ee44d0e8189981fe2bc512a,mlp-lr0.1-bs256,0.1,256,0.5387114088058471,0.816,0.8795,0.02440000000000009
4de2470e483541ea837cd2afdfb946b9,mlp-lr0.1-bs32,0.1,32,1.0876334691047669,0.69,0.801,0.013600000000000056
