run_id,tags.mlflow.runName,params.learning_rate,params.batch_size,metrics.final_train_loss,metrics.final_val_accuracy,metrics.best_val_accuracy,metrics.overfit_gap
0d06c4798b6a41c99d9916b6abd6ac9e,mlp-lr0.001-bs32,0.001,32,0.005303080038726329,0.9525,0.9545,0.04630000000000001
62e8d6c6366944a492c8e4a266091002,mlp-lr0.001-bs256,0.001,256,0.023112572544813158,0.947,0.947,0.04920000000000002
c32937bbdaec4c0b8805bbc0b298f7dd,mlp-lr0.01-bs256,0.01,256,0.02878072714060545,0.9465,0.953,0.04400000000000004
0909f73682d94225b49d1f1d801e5008,mlp-lr0.01-bs32,0.01,32,0.09316194656491279,0.9275,0.942,0.046599999999999975
745812b656844d36867c23062a3a77ca,mlp-lr0.1-bs256,0.1,256,0.5387114088058471,0.816,0.8795,0.02440000000000009
17b31b71d2c64296900f1d3bf60cab30,mlp-lr0.1-bs32,0.1,32,1.0876334691047669,0.69,0.801,0.013600000000000056
